user_id,song_id,listening_count
bf5b59bf-a2f9-43dc-b753-9240fafdc1a7,4MCscXGXqKgAdjbdUIHz2U,7
dd4774d6-f9e5-4a94-b4ec-ecb1f97f28dd,6x1Acx6NpG8q1c271HEDgd,306
d8f2d850-1ed3-48d8-acfd-aa67e4d55fb2,1A6mxLCbqZDGgmckdQZh3E,7
a4c61a28-d288-426b-a760-05e477290490,4Mgmg4fmmbGtgTbSETsDrL,260
9b44facd-f168-4d49-bdee-3bba55a4e77a,4uoR6qeWeuL4Qeu2qJzkuG,54
8c91c030-0af5-4b13-8ca5-138e2e525a1e,5DCjoOdmN3qvixCIwFU1yP,5
49276eb6-2ae2-4f89-a204-c5ddcf2f3b84,6jkdt7GDct9kwhps4KGJr8,5
5d43d9e8-c244-494d-a26d-e032a6480829,04q1RqGDYI0kxfdZ1hzNSi,10
09c7f1c5-ce88-4f29-b713-baa33df66426,0d70EuIo3ziqTj5LvMYZCl,408
df3acfc7-6df2-47f6-a682-8f3a40193920,4JXfNOePhdgMOI7KZ1L25U,5
53266a48-b594-4f50-8ecc-da4fd475aa57,150LOyOS0ISsZ9IcwPf6iT,1
4e8e2255-8fee-45ef-bbe8-e3c798c92e75,1Fo4OvzP9PThFKMeMIAEYu,8
cedbaf33-c3f9-4bf5-9ec0-19084a614621,1sIa27mKwinFFyXblq19ZQ,229
49aa14b9-926a-4e7c-84a5-9ef3d705ae70,0Mv2wpF6X1PtaLDWYhcAvH,465
4b260302-ccc2-4db3-a645-540cc3f1cd86,5ti0Sf4WucZSIlgmp1JQ8A,4
9980f701-a5e3-4412-82c8-175605c4fd79,5p9MpS0JdzVfbdJuHwhvqI,249
158dd5d8-c4bf-4327-a8f2-42f6349869b1,3eEQWyDsRvMHLWzP5C7N74,76
f09a4735-6f9b-451b-adc5-067e8c4032c4,3kbFqFnb85RsyKBORV5bfx,237
ecd5f1a0-fcec-4890-93dc-9b0f7763932d,4H73CNDBQpE9gp3YTFfC7y,8
a7b4cbb0-b73f-4f75-bbae-16155fe91b4f,2NPHU2WJaI3rrtCNNuQ8L1,147
98026bed-c5ca-47f3-822b-510da718f4ff,36SXiefwmLVpWwgp1uxtuC,7
c8371ec0-fd3c-4f66-9adc-bfe0586f3af5,05Bs5WWp66AxgKCkaAFOey,2
18250ef7-91a5-4a28-b677-f8d93fe0d030,23ZavKNBduDwOV0zCtxFsv,2
9cbe85d0-6af8-4aa7-8d09-e77b3583f7dd,5rpx047aanR0h9Rfp1wgBB,443
dff6f67f-6de5-4a0a-85cc-47b7c0d76cf3,7wxV4cgdjz0rRXujlUIyZJ,485
9fab2912-405b-42c7-89c7-c505d8513730,6xMx3mBzPRLKVphEudDgRN,308
131ac1f4-7f19-4924-81af-92e1edb3e7ae,7Dc4fkOCwRdCLTaLEEko77,1
7960cf7c-b43a-4909-9419-9fe9d1222249,74D7JUfU6HYeMx4bZhsHnG,10
c72ddc29-f8fa-48e7-ba49-6c0fe625bacf,6e29SyfN6Hq0FoI1PPqkKx,7
eba73a76-aacc-43f4-a230-ad8eb58a7291,3i9Jln8hk9xEn0w8SFXnaF,468
c67aadd5-164e-4b89-ab1d-e6ae6d8e203f,2WinyCfKidqagBGRVPtsTR,82
168be39b-ff67-41a0-8d2a-05c45def192f,3dk2BGI2i2NAzcEsYZxEMN,6
db09cbdd-0c61-4136-8903-23fd156c4ec4,6HeADMdA7GNTfAfHs0wOjh,440
2e9b4b50-5785-4708-b619-40e38fadcf5f,7jElrCgQJBcVLsbMRKni2t,438
f9ad98b6-2266-42a0-b6ba-aa222abc630b,4jjPvqzUHNYuNEtSJnklwJ,8
dd06f948-4d38-4d52-ab56-4e205c5b74b4,1Uk242T87cmkcu4rLrNsmW,1
68be3491-9f51-4bef-aba7-159724a686be,2SbK9kjLI9iploiiGrqvi4,85
1898b52c-665d-45ff-a7df-c14c080a97b7,2ynCjjrmED5CfiVn2ZLkUk,317
5a246f84-5d72-495b-8de6-b05b61302cae,0R7ImwYtH3AIVyrDWYAftH,220
2f243862-813c-466d-82e0-8bedd85f0c30,09QuitJuAP87RoBSpiCXPs,3
c7ce059b-f0e8-45e2-a914-681744aceddc,6jNFXIiJDOvSzFqQOk0Gt9,383
d3ca3cec-4143-418c-b7ff-681dae924f59,2HGoExXh0hJwwgkl7rlL5T,52
926d7402-b743-4bc0-bc47-d286b0a5eb00,7gtIkVk7l1BQt1ehYOdVvU,5
66e87261-e793-434c-aeb8-33d6d3c6229f,7erhIyxGoJrebk0fuYUjuX,1
7c6363ea-3504-4553-8cd7-986bf1c0fb6a,0Tlb8jBA6pboILBY8GGTUD,3
158dd5d8-c4bf-4327-a8f2-42f6349869b1,0imfNymwLWKyhLBlBZYg53,2
f43134bc-645c-4cbc-a966-a3362c631154,6UOnE8VcMBzp5kcwFKpMRm,7
4e8e2255-8fee-45ef-bbe8-e3c798c92e75,3DA4SE262k6rdEtlHteNyq,5
443fe3ee-f4ef-49bb-8404-1ea15db41ebd,0zaQBXGHb2xnivGrXBjLfZ,7
fadcef1c-f74b-40bf-ba52-f888ecb7d541,4ZhCxPTM6bDFKgPOn8ff8X,2
6fee7259-ed36-42ab-99f2-24117a887249,6xYEKcamazcM0eW99lcJXD,1
8c53001e-15ca-4f46-b375-c0f253033e9d,2K8zvANZvPuUl3mdAQcqga,413
728276b5-4b59-446e-90a1-48fe2cd4882e,06jFpzCr6TfpIL4L0a5fmw,152
f05e393c-81a2-410e-9500-08766303be8c,2kzVFcp3kSU1Qld4dYBM7L,8
cb5c246a-ea72-43ab-bca9-4fd6fbc4c3b8,6OWonlTNJpRwNRI6IYDY0a,4
f89bcaf2-bc47-42fe-90f3-c922b45ee216,1DLfR4MOfLYbV6v3xrmWa8,124
a66e89ce-3cc7-479f-8994-a4c8610d6373,3o9JsjPISLo2T9rcXLDT0a,91
516bbadc-a3b1-4217-a424-250109b32946,5nxWiYFaQiICv07s5jOWLP,324
d8f2d850-1ed3-48d8-acfd-aa67e4d55fb2,7dzkW4KxxhV4Ym67JwlTdN,5
24be6617-5a41-4ab7-ab8d-7885bf3d46a4,45G1v5SNmv2usJLTx5hzrs,6
7264f65e-2cbf-4823-b5af-8c3ac443bbe5,4AFDhL7zKyEAzfJcg1r0my,127
2d6cba17-25cb-4bcc-a0d1-4ac8d4ed23a9,5qdQPrWmZv8xYhMJCDrdHF,5
d3944652-b1f6-445b-8f28-226e441cac83,5A0aUvnfAEcmUx3hoXjI8R,3
be75b972-e233-4fa5-a49b-370d70bdb0b8,69oIlRsdprATTYApOu10kT,464
5bfc286e-4809-4f32-8f91-ddc4ab979934,2FpGKiMD2kGDn8Lb9RLRLk,9
4190bdd5-cd56-48f6-bf36-096e78c135fe,4JivgGMnEeVhqVRSE5pr9O,4
c3835156-b87a-4d6f-b698-f38c8525e892,6MWJy3DXI0Je49FW3gDpLp,454
8307483a-8c77-417c-8f5e-83083ddb4e8e,0LCgPftb1BoxaAmKe8RwY8,451
276c6426-6aed-40fe-bc2f-eefe8d95263b,75CHqCc0BcHtdg47nf6C5I,301
d6f4f0fa-1db6-4db8-81e7-cabc47236bea,3Y6XWs8xMlCngyIxNOFnsp,45
8a65d26d-3ec0-4df4-8551-a988aea4c5cf,0brcPEEXtaXOD9jPZs639u,7
b72e078e-5f13-421d-86f9-240fb636a04f,5jX3FvWrys4SuurWzcn4EB,132
6a655203-8666-4e76-832e-21540c397726,37PMWc1U9QTGRSh9cKzvDj,121
9da3eb47-8c46-4a42-bed3-417ce13f2d19,65fqcmj2M1EiERwDoIflDt,10
792893e4-cef3-4f9b-b45c-ac6c01e44ba9,62HyVeSK4fpxjKj6dsI5MP,5
de2cc1bc-b921-4fac-9924-f043191f4e14,0LWHL2DoHHQyUP9LJxiaD2,83
3c2f43d3-c1d3-4242-9b2f-ac8c5f32dfdc,5iyuBXYblt5wpD7DC16WnP,214
f2298ad8-9e6d-4e3c-a368-1be493066918,2ctTtEXCTdB1Ymt8nK0BVQ,3
610edbcc-4b5d-4840-ab0a-4f9bfd799e84,6rtdhEtXbkMVNjlSwn6aYD,84
7ad67aff-afc3-41fe-a749-5b08a6162893,5A0aUvnfAEcmUx3hoXjI8R,10
81f2d6cf-8a19-4bbf-a18d-5db7deac9d69,3ZVYdNLUCdifmbZoBvrALD,497
fe47e183-3e7e-41de-b50c-2094f2fc8782,0LHItNoPqjxWcbvQzw9NIv,2
cfaa2649-1d17-424a-b4fd-33cd2ba739e0,7qnxmC6qdYkjcoCJCeD8Jx,461
4ee9b7d1-0345-4b68-802f-eaa07de00193,48ucaKjccruxDbi3Au5ZaH,335
ca788c84-1bf1-4caf-b1be-db20b6478f3a,12Dcx5yPhFkZNV5lAY0iWa,46
d022fe80-53a4-473d-bbab-cc8b9222142b,5rIjJkNIY3sRtjPJVOctRE,73
0b8d3343-4ae3-4fd7-a7e9-b5e93b9188d3,6rnOU8Zdm2oLebK8OMIjWw,270
55d9f9ba-0475-4ec6-9163-99e836f972ca,09Z1gCYkUgfNBG3dNn5tsL,2
53bcf3bb-04de-45a5-9712-e91a66949f76,1JC0lMRGFoRorXtODWpkdf,8
5e0ca966-befa-4a32-9e7a-4c8bddd1b89a,4oPNN7syJYSjzDhRerF966,70
5860ea1a-a107-4ccd-8c06-dcf49f904e27,0sjqNUo0kCODcRZ0BIGUti,10
eaa7a964-3e82-4c46-9274-691f3a0aec3b,6tdfq7Dpicx0kyDuvOfiVV,10
70506c2b-4ec1-4df9-96b4-392985d3ed4e,3E6t25sxh6v5FDSfIVIAOz,9
a6e43c00-7b6b-4dec-8d46-94765db93da2,7fzllQuilza4FokpXQwDrO,10
31ffcc09-baf2-4b49-8a6b-2fdc164ac496,7wePOhr4mJUtQVk0ENRibc,9
06a7b15a-0ab2-4d42-99b1-8562393d2997,5bshf8r8WT2Vx8KD98bR5e,2
ae2de8f2-1044-4b29-a2ee-686aa1dc8a2b,2y7wk4Pen5zVlk3vpBbiE5,332
eff19e75-f5ed-401f-980b-0fd5e9b8e359,3dk4gL5zx4tCgtP7G6JR2e,2
fac4cb3c-c35c-47d1-b90e-4e348880ed02,41Guegd93PvYZYwSGiiDav,440
209f3db6-fbc2-4113-a136-83616dbaf51e,3nf3xKlene4BpKqaCrdtwQ,6
ea96d8d5-cb25-4671-9f3d-33a34c024ae1,2RqZFOLOnzVmHUX7ZMcaES,2
505a5a62-19a2-4633-aa2c-5185d90cdc29,4iQZi2sMZlbTpcUlo5YGBf,308
507dd511-9a34-4882-9ec3-3946991fec22,1bas9EMFNPwEolxIMMRWWH,62
0fdd736d-503f-459b-8c8a-2451bbc21358,7uJLdyIAaYLGT0oLw7I6b3,380
f13ddb8a-a37e-495b-af02-2672b3a7eb6c,1HahhRtPoxN1T4bYxHXu3g,417
efde2f80-ec5b-476c-8fcf-792008a43f75,3ocm1Cf1Dk1ODrdBdybh82,318
6d16327a-1d87-4fe7-b2fd-814638d38fda,1qcttgINwlwXzrbyTBlUxa,4
f932aa0c-6a81-4266-9da0-93aaaccd0777,6JsHgIkMYHcbNtKfsal2Mg,3
88ef4e7a-aa44-43cf-8541-ac2b3c1c4a9f,2hnMS47jN0etwvFPzYk11f,7
0f40bdf4-d35f-49d2-a8a6-767fb16a4873,7C4RWcVSnCltMEdnn5Bw1U,489
6853fcfc-cb5d-45d9-9819-ae95cad075fc,5j4CGIpT35ipZrF93ejrhl,107
10174637-c905-410b-9c0c-ea6f7c8701f0,150LOyOS0ISsZ9IcwPf6iT,3
7fd62ac2-157c-4122-a1a2-0833cee5e539,6foY66mWZN0pSRjZ408c00,6
615b3e77-2dc7-40cd-aedb-9c9f254860bb,1kqIc03cgGbvmuZfHFZIz9,6
051f5968-cbc2-41bd-983b-d71a5d90ad19,6UBQONiLH8kNmmB8UrV2Ef,35
bccd6630-bffc-469d-b6cb-5eab10efe447,3sFoSCg2KoaCUrOeKYMqvI,8
9345adfd-6f47-4239-9edf-5ee4d226a31b,4CnH9xRDfXcZ50RBHoT40M,377
6b146305-a20f-44b6-a540-40cb64d4f93a,6T2yCHsdA9yKrJg5N6ZaFO,216
be689e8e-abc2-40dc-a091-193cd126ada6,2qvWsotNWTvRkwCksOnl92,267
6802f3d3-8e01-4410-911f-c717d61a8dd3,48XyVn88yaWGN3UNBTI2nm,67
0c253801-2971-4266-92ee-5c0993480f3b,4pBYRO1MRRrMMYhQyEFh0V,6
ec4a4caa-dd3e-433b-9101-fb04747d332b,2DjWwfXYH5CnuXPUU0qU30,9
30fb125c-89cd-4381-8f91-d6c44677b790,2dX8FXsHFNBk45eQyBKXmX,146
e61cb2b6-1a63-4230-af5a-2e51e8308a87,1VgPjz1kxJefF00tEkLbBZ,5
1168e227-9369-4398-affe-26c8b7139d03,54dqoqDlrGNHjfMvMLm54f,222
81f2d6cf-8a19-4bbf-a18d-5db7deac9d69,3CLV8jzsct91mjSJPYFTkR,431
894490c0-7130-4ac6-9228-3a61bb20a996,1V5LLQmBy9vUUvbdguqy0Q,3
b72e078e-5f13-421d-86f9-240fb636a04f,1EUhkBSrAkE4H3a7Cff103,9
2fb3b7fd-8d0d-49bd-a563-60d356fb96b1,5dCoxRJRSL6y6gEsJYP0Tt,468
d5751813-eeed-4d0d-8557-20ab0cb96f23,3zs3FKqSgN1yjM4mcohZfJ,185
4181ae36-4f9a-471c-b292-60bcfa6e952b,4gpu78iHuGNOpQnKBm4FDJ,201
f079845b-efee-42dc-92e4-61a31d6ffd48,3B0ms7Xlxl16tRztKHpcu9,2
28b0f6ba-bb6b-4dd8-b89f-4738dfd999b5,4fun3qWz81uD4ulWe1ca44,39
b89895a9-502b-4ad7-907d-9433dcec84e6,655vbaDNbtUYROImFGLGJD,3
268eabfb-94ba-46b8-8d79-cdf88fed573a,5gz38AxRkD6Ywxd4fr2pLj,2
57f49fec-dc09-44bc-b368-d3d1f1fa1628,63DTXKZi7YdJ4tzGti1Dtr,181
7499410e-d706-4493-837d-b3046893b70e,4luzFvnW1rz1L5RdTat2VQ,421
a6cb9905-85fd-4cf1-a865-f63d2ef2d298,3IJTOslvnr0dj31QXbAPNd,157
8d9d24ce-9fed-4a2c-ad08-d01344e23509,55JiV6v9f2vNb1dWNmt8lY,492
979c5d67-94af-41d1-be2d-2ebddd210e17,1OqxBNve2XJ6UNY5HhUdlV,9
87affd6f-3a08-48d9-8fd8-a68677c08529,3OXpLyn8M0fbUBvnyhxF6I,226
a6796b20-e899-4118-9df7-94e8e90a64fc,3Ff17mcxxk29UoqFugr3ZM,7
1a9ec2de-58c9-4ee6-9415-65807b39d23a,5Gq5Ozgqqti42kNLVRfkRt,463
8e7e8c7b-a517-47e6-afb1-62b288f06e0b,5VzeI5JM2y9t21JwrWAnkH,3
2523bbb0-1318-428d-b15f-8205013e7394,6vgGznuQURf7EthilL0Ss1,4
dc7738dc-0cb8-412a-b635-a4900e667838,1XFSSbQ9fApWNXZMAKllb6,3
f8610ba6-f747-4913-9922-fb3044156170,4F6R3rQAS7fk5JxqrnM3wW,119
f36f1a39-97eb-423a-98a5-0f023691ef21,4ndm5kEGCFbYrbWiRjzmQy,237
f1b7266e-e352-40d8-96c4-503d26d5fe33,2HqB3VSdiYmDkTTCPzVHOf,7
7116a550-110b-45e0-92f9-349ac686c507,3XPjepUeNr7YxxmA6IfQ3X,67
87bccc92-b22a-4bea-a7ab-877779554250,0ikz6tENMONtK6qGkOrU3c,235
849c8fa8-611e-424c-af84-c8b937992d43,69SnfiYjygFVUH8fSKx8y7,185
db5cca66-dace-4a2d-a925-dd6e95886e4d,05cBRNpSqqLNOW8LH88ZCa,491
c36601b9-bacb-4105-9a08-fbc4da5aed55,2Y0HDXWfE6KifNzo3GEScQ,1
727bf74d-4763-4eb1-9e0f-3a4da296b1f8,1i2Rj6GA7i9Xr8vuktOlpS,24
258d1004-b5d1-4257-aa70-b40f3feb82d6,1YO52Z4LHvZABiSFpLccHm,360
24706261-fb75-49d6-99f6-68590569f01a,7N1Vjtzr1lmmCW9iasQ8YO,9
fa381642-0b3b-4f14-89f8-cd9eea381a97,4pVwc3fU2RqL7l7L0fSwaq,97
5e057bc7-7a3b-41bc-b8b9-8bef881736ec,1gpsJQz5W31UvixNZzjDdX,6
37707c92-fa8e-49f2-b707-d20995ff159b,0edgFvKIXxVt4s1UZqVky3,436
b55ee061-ace4-4520-9eed-2416facae2ff,6rqiv6WrGFM38zNi6i981J,53
58a9967f-897f-42fb-9fa6-603c329d27b9,0ZXdzaT1k688dkpNeEgQiV,10
3961c9ac-3bea-4877-a5c4-7610b83c71ee,6fnachl7fIn5dqIjakfJ57,7
f9d51868-c476-406b-973b-9d9e642492b1,3jOdAOMTVpnOJ98HPLU9N1,326
77deeff9-fb12-4172-b975-bd797e72df2b,4QH3P5D3aXAtZP2XPkUjnM,297
edee056e-21c7-4eb9-95b6-02431ba8adb5,0c3yfC8zMRJGvmqphczhZb,9
18a8a2ee-7d8a-4d31-a278-c843d868de76,40l6zWCpxIuS6YLQlFgKYR,227
2b97db92-1eb2-41ab-b399-515da6767a49,5l6xr4PINeDNGemLJp3gLu,5
200cdc34-2339-467e-8da4-bb5ef3db6582,6E0Pire9dqArpXZNdqrk4G,224
25f08b2d-9995-4e98-b317-0b8629268739,03tqyYWC9Um2ZqU0ZN849H,3
ec1a2438-d310-4a1c-a232-b7ccbad4923d,0n4gjBoUrZVvsaoRPeDNBV,386
dc83cfb3-3bcf-455e-95db-7a4f6480e168,7cGYqtZw7huvxCBgG7bQtx,5
c9e0abe2-cb8d-4a52-be0f-44d489049cc6,5BOBHIBuzvQuIYL1E1nDzl,3
80632924-1334-4e75-a6d1-d25a6a1e2949,2gSexK7Je8Szlo7nm0vvJB,8
5b822bf2-a82d-42c5-9e9b-542aaeff5cf3,6VpQdig9pdpTSIFItgkJV5,436
e6ede731-c815-4122-9ea3-72bfda7720c1,1UVUXCNenfcQOvTdjvdsjY,363
ba2c047f-11e0-4bb1-bbaa-1bc6bbd3a2a3,3kayUqwPeuFMU4lXpd8dRA,41
01d34f86-25c9-4073-a453-90fe8388d246,2RvoIv22fdI9Uhife5zdDl,4
dd06f948-4d38-4d52-ab56-4e205c5b74b4,0gAMXFMU3RIGnSAiaCjAPh,8
00998b1b-14cf-40d1-8d2d-554730e25dfd,3WtpkcUqUr35Mrnv0QZWie,210
b2296c63-2380-481a-9200-38b8a93b4d6d,2DcmVSLAg0ZzfOQxDshZHY,4
5a276636-bf8c-4884-91a0-3a59958bd1d8,7HblJM23la7H8kXeBwlkzN,1
0d2387e8-c980-4ec0-8069-82edcdfd7190,5GWHzvmJIrGQ5F4m7MUtfN,45
e629929b-4925-4c7a-a710-b8cb2159a111,29pIgBybQFDDuZEu2wMaEA,105
33e55191-3b12-46af-8ad7-05c472678c01,20VuO95A8RxUPlShnfYArW,6
432e002e-4958-48c4-9f0b-35144856fd5d,1WoBpPcS8lcCqwuZvOeCA3,5
2fc700f8-bc2a-489f-a799-88af2f1d3fea,5smQEb4bp9kYX0xgiGh4Fn,472
792893e4-cef3-4f9b-b45c-ac6c01e44ba9,3C9qPqWFXF7PM1xAAtbhrA,59
13aa8fce-54e5-479e-8c9e-b0b0ae142b11,2ZBYIWJ8qJ3q9E0yeiZUux,4
ff972d67-eed3-483f-8b68-c911f42a0a32,4765733nAqQgkmsigevanS,2
4440f837-c900-45ed-bb8c-395e8689ffe9,691UfzALYfLjSwfenfOg4N,1
f036b109-8cf3-4cf7-b53a-e9d61ad1dfb1,2t8g0EVWMHXQCVlVGOoD9I,8
a97dc582-03b1-4af8-b2a8-eba88c5d0b67,1ULtstKTT3ARXBF1cRFIL1,190
6d08b126-ae2e-4bab-b0d0-bfcef11a7f5b,06am46cX3Z6YlSsg0TyVHA,9
57ca3fc0-014e-4cff-b2d5-e76b71011226,1HahhRtPoxN1T4bYxHXu3g,437
1176a67b-5f40-4d95-8248-3975064dba3c,4mGuAAAyVlYdgORnfrTQpQ,10
78244d5f-aeb9-4c08-b494-073629979735,57h1yck2rm5Dtk5SZODzWt,3
976dfe29-119f-4be7-bb84-5d00bd42646d,2yg9UN4eo5eMVJ7OB4RWj3,10
f83f4709-b6f8-4bd5-9624-9f2ed57d66ad,3plteX0fS86RHbRTwEIHuo,429
d6f4f0fa-1db6-4db8-81e7-cabc47236bea,53QFfxB7PbI8YxfAElIdbZ,233
3a04336a-4567-466b-aad0-46ec6a8828e3,4FGYePPcvd3yuxyDR3BsCJ,2
a61eb4ec-c19b-4779-b9de-eeaac5191266,101Q3ixoTRBwkQqxISFzr8,210
c09f34fa-2838-42a6-8e74-dcb87aa289bd,08orbNG34wlyF2T7A6vP4D,360
69332a9c-2e56-4402-94f8-7903fc6b87e8,6E6M7i9MO5u4cgQuMRxJPS,11
9545d901-858d-436a-9493-e89fb2e3ffc4,2f44DgdenOKJfuec40TwKd,5
f318f487-b5a2-4d2f-b917-4acb2f9bbb2e,3oGWYA9GjE0Kxb6rgeg7qk,69
92223afa-629c-4a01-afcc-9b582d48b1e7,4LtwkJHlqF6Gj8dXq05OdZ,2
6529aa6e-cbc6-47ac-b3ca-0ba3361014ed,38Pvahq0cox3UdTBBcHjPl,9
1e8ce1a3-22d1-47b4-a0ac-c980835f3d20,4UwETPfJzSPpQq4cjfIn8A,9
8d60aed1-7cf2-4114-9c0e-11bf4f70216b,3FuBtmsy5s9CLqdP6zjoYP,291
e6ede731-c815-4122-9ea3-72bfda7720c1,6dy23IgPvA9UKwirjbLSBv,10
cd503b0c-052f-4738-9e16-23b34ceac3ab,5aKjqWCMrSPTg6J4oq8AVy,1
f7a4747c-a7f8-4454-9fbf-719d9c537c3a,134OO0h7gQsQBazzv20lCA,1
0cc0466c-433e-4220-bc54-43af00f89972,5xpRZh5ZlW7KESOmczWzqf,153
c36601b9-bacb-4105-9a08-fbc4da5aed55,3IS5IWZuDJJdqBJ9XVqpbh,199
7fd62ac2-157c-4122-a1a2-0833cee5e539,1uV2N4LZQDGjVZAHDk4VYg,43
19c210f8-693d-4824-a9e2-7d9c6494b0a0,5ewr9QysrDiVbplvOjSM4q,1
ac413df7-2d54-4d2a-80d7-dbc9cbc9f5bb,1LMkzX5vbHKHaoHAcpqsZc,7
daf06b94-3640-4e09-b9d1-969e55b01176,2bnjTkPxG7xGMQjQ9Tte1B,3
6242a334-d2d1-4389-9808-fdea61731b9d,4C2vxpCGseWpbVbnCpS6zI,173
bb8a0abf-a054-4b73-8d56-6cd69e365577,3OWjkfq3mlexSVFAGamhhr,5
a20f5b5c-bb5f-4ce4-9009-d807d634c1b7,4jF8GAMRCOenL17cNnBDI0,2
9b270e98-908b-4c04-b736-523fbc60d97b,1uV2N4LZQDGjVZAHDk4VYg,261
6de067d4-c216-412c-bd51-4ae804a5c351,5WZAOGnGKbL2phE7yT4GRQ,361
0ddc5d68-f5aa-4dfc-a07c-4eec6f3c75f2,3eYHhoaTGFYJ5XAjRFduUd,90
1cee98ae-6b56-4346-a70b-75fe8dd8dfa5,7erhIyxGoJrebk0fuYUjuX,10
06541900-1dfe-4c51-8be9-fc22e5fd4cc6,5KXTDunEgNVBnuSBDzsm6x,18
2dc64bb8-5952-4783-8363-f41c0e8cd0a3,0YMSaZ3DPE898PQ28VgRav,5
4e8e2255-8fee-45ef-bbe8-e3c798c92e75,6xLlFIY9nuri5BR0Cp84ea,3
95a60a30-ac6b-4744-ba0e-00550b0c78c7,3HEIf8RIJ2AEhwsaYrDOpR,1
2a5e4969-89f1-4ba2-abfa-5a210666f5ee,5V5akuBxKpIlTUPaueNpyy,2
